case_id	sample_id	feature_name	expected_in_reference	feature_class	feature_type	clinical_modality	source_file	supplied	raw_value	imputed	imputation_value	value_used	scaled_value	status	notes
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_MLH1	True	driver_mutation_binary	binary	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.11965945513972262	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_PMS2	True	driver_mutation_binary	binary	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.12049954039004397	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_BRCA1	True	driver_mutation_binary	binary	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.16425824535413033	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_BRCA2	True	driver_mutation_binary	binary	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.2173087152250468	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_TP53	True	driver_mutation_count	count	WES	wes_features.tsv	True	1	False	0.0	1.0	0.9272266406757067	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_KRAS	True	driver_mutation_count	count	WES	wes_features.tsv	True	1	False	0.0	1.0	3.133647155845674	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_BRAF	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.2683885944368537	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_IDH1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.2362233681523409	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_IDH2	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.08926707148375582	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_PIK3CA	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.35384797603577073	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_APC	True	driver_mutation_count	count	WES	wes_features.tsv	True	1	False	0.0	1.0	1.6157372921597515	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_PTEN	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.26884213078933256	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_NF1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.21289627787121612	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_BAP1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.1457177162675704	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_VHL	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.1408328095929903	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_RB1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.2004522840516979	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_CDKN2A	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.19099949558090193	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_SMAD4	True	driver_mutation_count	count	WES	wes_features.tsv	True	1	False	0.0	1.0	4.935517752644932	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_ARID1A	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.2596037466809333	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_TERT	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.10334120224242119	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_EGFR	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.16738868856028583	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_ERBB2	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.14953475801864163	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_ALK	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.15050109140053786	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_MET	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.13886330483168854	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_MYC	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.08365511984471893	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_CTNNB1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.19157771360064538	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_POLE	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.15686395128453964	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_MSH2	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.10842946696119884	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_MSH6	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.12088736827876981	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_MLH1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.11276037188398963	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_PMS2	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.11038722011998064	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_BRCA1	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.15209077375986135	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	driver_mutation_count_BRCA2	True	driver_mutation_count	count	WES	wes_features.tsv	True	0	False	0.0	0.0	-0.1622268024292941	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	purity	True	purity_ploidy	continuous	WES	wes_features.tsv	True	0.68	False	0.65	0.68	0.24003562044669455	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	ploidy	True	purity_ploidy	continuous	WES	wes_features.tsv	True	2.3	False	2.06	2.3	-0.21438080401441406	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	aneuploidy_score	True	copy_number_aneuploidy	continuous	WES	wes_features.tsv	True	12	False	8.0	12.0	0.26183558264259665	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	arm_gain_count	True	copy_number_aneuploidy	count	WES	wes_features.tsv	True	5	False	3.0	5.0	0.18551211068895782	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	arm_loss_count	True	copy_number_aneuploidy	count	WES	wes_features.tsv	True	7	False	4.0	7.0	0.23917224448643243	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	total_arm_alteration_count	True	copy_number_aneuploidy	count	WES	wes_features.tsv	True	12	False	8.0	12.0	0.26183558264259665	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	proliferation_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.55	False	-0.160542614529844	0.55	0.7261769862389699	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	immune_inflammatory_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	-0.15	False	-0.206500534790086	-0.15	-0.2175810539626443	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	interferon_gamma_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	-0.1	False	-0.24370277799356	-0.1	-0.11570938209092377	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	cytotoxic_t_cell_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	-0.2	False	-0.199148939441671	-0.2	-0.3012586262673385	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	stromal_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.25	False	-0.244432563050075	0.25	0.3714807859199009	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	epithelial_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.65	False	-0.0763956426729601	0.65	0.9374356336594621	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	EMT_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.1	False	-0.125908551871852	0.1	0.23299455395781749	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	hypoxia_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.2	False	-0.207717338046092	0.2	0.32371964778961276	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	cell_cycle_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.45	False	-0.156540719749736	0.45	0.5928383350802957	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	DNA_repair_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.15	False	-0.142940973448067	0.15	0.24301071346665612	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	angiogenesis_score	True	expression_pathway_score	continuous	WTS	wts_features.tsv	True	0.05	False	-0.21865719595759	0.05	0.08067150575801353	supplied	Exact reference feature name used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC1	True	expression_pca	continuous	WTS	none	False	NA	True	0.474852008759554	0.474852008759554	0.13338824128372026	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC2	True	expression_pca	continuous	WTS	none	False	NA	True	0.65592478769114	0.65592478769114	0.24025936739560336	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC3	True	expression_pca	continuous	WTS	none	False	NA	True	-0.290777182301992	-0.290777182301992	-0.1246083559240023	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC4	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0098781616955018	-0.0098781616955018	-0.0048141276217512794	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC5	True	expression_pca	continuous	WTS	none	False	NA	True	0.199328905832747	0.199328905832747	0.09905563827534024	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC6	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0661584828885532	-0.0661584828885532	-0.03556795490159167	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC7	True	expression_pca	continuous	WTS	none	False	NA	True	0.0435137544009044	0.0435137544009044	0.025840278499746433	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC8	True	expression_pca	continuous	WTS	none	False	NA	True	0.110712666124044	0.110712666124044	0.07652878231017404	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC9	True	expression_pca	continuous	WTS	none	False	NA	True	0.0925479280768621	0.0925479280768621	0.06768357286493723	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC10	True	expression_pca	continuous	WTS	none	False	NA	True	-0.110864614240509	-0.110864614240509	-0.0883571700377997	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC11	True	expression_pca	continuous	WTS	none	False	NA	True	-0.101485969995412	-0.101485969995412	-0.08633460776940433	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC12	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0109325425752674	-0.0109325425752674	-0.009685759235906293	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC13	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0368949510295076	-0.0368949510295076	-0.03447704702822369	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC14	True	expression_pca	continuous	WTS	none	False	NA	True	0.106646399338705	0.106646399338705	0.10344361913147081	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC15	True	expression_pca	continuous	WTS	none	False	NA	True	-0.07730143906615	-0.07730143906615	-0.07580905486909713	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC16	True	expression_pca	continuous	WTS	none	False	NA	True	0.0151564429574472	0.0151564429574472	0.01560178781389858	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC17	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0456142343152551	-0.0456142343152551	-0.047291352961931495	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC18	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0099033215943812	-0.0099033215943812	-0.010956401935400926	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC19	True	expression_pca	continuous	WTS	none	False	NA	True	0.100799431466439	0.100799431466439	0.11390663414860616	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	expression_pca_PC20	True	expression_pca	continuous	WTS	none	False	NA	True	-0.0138134058888389	-0.0138134058888389	-0.01592208185277594	imputed_missing_feature	TCGA reference median used
example_cup_case	SYNTHETIC-CUP-001	msi_status	False	extra_clinical_feature	not_evaluated	not_evaluated	wes_features.tsv	True	synthetic_indeterminate	False	NA	NA	NA	extra_not_in_reference_ignored	Preserved for audit but excluded from PCA and nearest-neighbor projection
example_cup_case	SYNTHETIC-CUP-001	tmb_like_score	False	extra_clinical_feature	not_evaluated	not_evaluated	wes_features.tsv	True	12.5	False	NA	NA	NA	extra_not_in_reference_ignored	Preserved for audit but excluded from PCA and nearest-neighbor projection
example_cup_case	SYNTHETIC-CUP-001	hrd_like_score	False	extra_clinical_feature	not_evaluated	not_evaluated	wes_features.tsv	True	18.0	False	NA	NA	NA	extra_not_in_reference_ignored	Preserved for audit but excluded from PCA and nearest-neighbor projection
example_cup_case	SYNTHETIC-CUP-001	fusion_flag_synthetic	False	extra_clinical_feature	not_evaluated	not_evaluated	wts_features.tsv	True	0	False	NA	NA	NA	extra_not_in_reference_ignored	Preserved for audit but excluded from PCA and nearest-neighbor projection
