project_id	project_code	n_samples	median_proliferation_score	median_immune_inflammatory_score	median_interferon_gamma_score	median_cytotoxic_t_cell_score	median_stromal_score	median_epithelial_score	median_EMT_score	median_hypoxia_score	median_cell_cycle_score	median_DNA_repair_score	median_angiogenesis_score	median_lineage_or_tissue_PC1	median_lineage_or_tissue_PC2	missingness_proliferation_score	missingness_immune_inflammatory_score	missingness_interferon_gamma_score	missingness_cytotoxic_t_cell_score	missingness_stromal_score	missingness_epithelial_score	missingness_EMT_score	missingness_hypoxia_score	missingness_cell_cycle_score	missingness_DNA_repair_score	missingness_angiogenesis_score	missingness_lineage_or_tissue_PC1	missingness_lineage_or_tissue_PC2
TCGA-KICH	KICH	66	-0.842558057632104	-0.284857774109124	-0.486915166811939	-0.251552568394453	-0.425090471793627	-0.141856705603552	-0.480076193293659	-0.338686056479987	-0.85500912722874	-0.665137685522983	0.052839714884149	3.60698219602964	1.06396311488102	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-KIRC	KIRC	368	-0.77133475401317	0.00720602007811378	0.0280616222869182	0.0919310057260259	-0.0755232898128947	-0.586783291141377	0.231727361065269	1.70110207443573	-0.789843483960605	-0.45505688490466	3.09900584292032	3.81502163247496	-5.93027914587015	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-KIRP	KIRP	281	-0.815163768571442	-0.26867207135644	-0.371295173236876	-0.24951900989451	-0.473482034675704	-0.25931857413694	-0.363977153130216	-0.128576836319473	-0.834463193457503	-0.523633692913034	-0.464567612605161	2.92586639132383	1.18954754415347	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LAML	LAML	122	0.211930604877276	0.361179654125437	-0.281404310042486	0.163062992124591	-0.499021585185812	-0.912983409471186	0.264054521626806	-0.428046911939869	0.150015326930478	1.93801921555386	-0.365274609573371	-2.31810736899416	-0.901979291866999	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LGG	LGG	526	-0.848049994678737	-0.321874629409037	-0.538496529348498	-0.325228519323071	-0.453528213498127	-0.864926919870319	0.304062335886565	-0.624577060073296	-0.857754641699509	-0.585839759434769	-0.304183681311512	4.31624233990984	0.843359688141243	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LIHC	LIHC	360	-0.56053080621527	-0.240918223007243	-0.283032322670716	-0.232215872876054	-0.382172735643118	-0.338253887072737	-0.252352990737464	-0.38337184304488	-0.582389498254672	-0.620833954145664	-0.199239867203583	2.25762296995295	0.88548954586118	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LUAD	LUAD	513	-0.348192430108979	-0.0415006512570802	0.0695878153112802	-0.0670600837422476	-0.130725792095169	0.150692587810257	-0.253917478919074	0.0209608576103348	-0.328299772285144	-0.288082476798379	-0.00751202101481	0.885130586795747	-0.274305328331377	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-LUSC	LUSC	482	0.556481598650594	-0.0942724831410982	-0.073893042297595	-0.0912937119321378	-0.151818188594913	0.00540408726463288	-0.116951416323644	0.508597453515603	0.540270715293527	0.370427049425638	-0.262635971559612	-2.69805680544915	0.804312023965649	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MESO	MESO	82	-0.460113520477529	-0.135936749815217	-0.12942856204108	-0.032751050286875	0.259505908671685	0.775725833082957	0.0349075606268883	0.0572522225257545	-0.463626804357667	-0.188965350347858	0.241043428063229	1.27833104951498	-0.703957602236674	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-OV	OV	207	0.324591810548287	-0.220589210805994	-0.00313433858822713	-0.236755120572728	-0.28769765247401	0.0234347983812742	-0.37684177128525	0.12306569532068	0.433385845637188	0.0397632541578428	-0.378487724431073	-1.80641664580825	1.29388850021576	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-PAAD	PAAD	171	-0.596795414131897	-0.207102677084059	-0.238004760034515	-0.197700947749573	0.670705929130476	0.501410775498251	0.182750751844867	-0.215539549756878	-0.602915423415612	-0.453014595616736	-0.00543737053567887	2.28940653821464	-0.168233524094451	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-PCPG	PCPG	184	-0.883053488116461	-0.315719034846109	-0.500562455404359	-0.297391442777475	-0.318894541812913	-0.837730466375315	-0.18863029038237	-0.566762297497299	-0.892635404813255	-0.712897969562042	0.224940126487978	4.33734174892462	0.316732469186785	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-PRAD	PRAD	497	-0.836378897992185	-0.271719271257512	-0.416888550038006	-0.277084033488858	-0.0405495417892898	0.0243603992542466	-0.35216635389803	-0.566798200187552	-0.848731461572633	-0.607875827920049	-0.261880809341206	3.45601930237964	1.33812129389726	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-READ	READ	143	0.460671814367398	-0.200252313434117	-0.308620594669811	-0.194003291506535	-0.225771369358512	0.997202387111785	-0.36228892873755	-0.0422495925553199	0.479666929506965	0.291757914140736	-0.343513722380224	-1.95505329320883	2.60000764876376	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-SARC	SARC	237	0.0551067297953672	-0.23489403190894	-0.243170226437635	-0.201340700334111	1.78118667834738	-0.862676041567608	1.00133734532535	-0.417310754454426	0.0452804271595212	-0.135533296429484	0.175103333698414	0.630763813694477	-2.49584306496114	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-SKCM	SKCM	467	-0.0696616741230983	-0.144006289330594	-0.207808842230366	-0.150313462245587	-0.315106855926978	-0.780351234459363	0.388412136629408	-0.0705194133858484	-0.0737106908617051	0.0914914898202323	-0.359237861855755	0.0988929894141113	-0.288686134117142	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-STAD	STAD	412	0.455600112551992	-0.106631421908701	-0.0765269262120588	-0.102986855460811	-0.0327077005580159	0.544696466763469	-0.222635739947405	-0.236598869473704	0.434573704512597	0.370845286713319	-0.108146697662456	-1.89940498813503	0.614564576903655	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-TGCT	TGCT	151	1.09542898997824	0.134172809345832	-0.067571268781716	0.209709892873984	-0.325396376849762	-0.527339194952995	0.0227613071122898	-0.300489016939426	1.13959590128608	1.77358368730877	-0.286711634046591	-7.08196216952955	0.624893790650247	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-THCA	THCA	498	-0.778146939493956	-0.271289626801782	-0.346207409492462	-0.222981435615528	-0.350914443967887	0.189142475545083	0.0299226495307163	-0.48125328314078	-0.798577581390852	-0.57736378929457	0.331975065120614	3.52224548945634	0.375588506432575	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-THYM	THYM	119	0.63271672704161	1.92968010300417	-0.24967599080726	1.6889347051243	-0.4679587473716	-0.509274711764312	-0.327304482292676	-0.544393896119898	0.88070179160711	0.286406643139308	-0.298611835581879	-4.24371249359799	-1.95862680430881	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UCEC	UCEC	517	0.167975184045374	-0.220294789561388	-0.232166108827916	-0.159850653107079	-0.325182490800893	0.146237656329933	-0.312563023540975	-0.175422639954476	0.218004844362664	0.0276951709054346	-0.281500173413604	-0.717359994919094	1.51212246300359	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UCS	UCS	57	0.563571021805691	-0.29854179906869	-0.44710180053475	-0.275801322538284	-0.00564905853719356	-0.516369985699056	0.378050453509526	-0.132878979458879	0.656379949100942	0.0924681895720578	-0.271805729963126	-1.27176317697656	1.31598414233531	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-UVM	UVM	80	-0.647781267320033	-0.327479649982423	-0.575399157526515	-0.307264450353874	-0.442293645235499	-0.592316900261808	0.436051934189872	-0.321330077452831	-0.670795766633877	-0.778531555334939	-0.551488992868427	3.26957711339847	0.712782200059481	0	0	0	0	0	0	0	0	0	0	0	0	0
