sample_barcode	patient_barcode	project_id	project_code	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
TCGA-05-4424-01A	TCGA-05-4424	TCGA-LUAD	LUAD	0.288809205534499	0.435289384280355	-0.357501397228458	0.0130947697448818	0.291907448904038	-0.0614154316472193	1.51887108365744	0.488355998924712	-0.1734913270246	-0.270150650796522	-0.644021574113679	-0.0136750411623878	0.556993680603635	-0.0370375194417079	0.347038662744242	0.424494699141949	-0.170735400096571	-0.624125389068356	0.364136288488134	0.430795865312082
TCGA-05-4425-01A	TCGA-05-4425	TCGA-LUAD	LUAD	0.0615463170395976	-1.38552965931666	-0.539840637012316	0.584809533718286	1.05307430415955	0.00886266066437951	-0.223810816272156	0.885454109604393	0.326445557408316	0.809075527833462	0.0898705051343747	1.34291573316905	0.371479328370888	1.20057724746628	-0.456916577613031	-0.243430065842731	-0.218493239681878	-0.78091535860401	0.154388156366717	-0.12271759815629
TCGA-05-4426-01A	TCGA-05-4426	TCGA-LUAD	LUAD	0.88121877419068	-0.312507384404046	0.692004824209451	3.56248589627952	-0.639728479614549	-0.347716040201323	-2.28847689801248	1.9494221322601	-0.333874050262209	2.47886206541258	-0.0124549280631461	1.56171157958021	-0.0918070725243683	2.44869121064251	-0.380098161617822	-0.375306692828907	-0.459211087454271	0.449932375062026	-1.25950381659405	0.261986299776213
TCGA-05-4427-01A	TCGA-05-4427	TCGA-LUAD	LUAD	-0.442880399368301	-0.351432421134436	0.287924337350414	1.48941390859504	-0.594131631814317	0.346806944551119	1.9483261045408	1.18980873041344	-0.759475440398927	-1.18610405650621	-1.30416476911407	-0.43244092286416	-0.155296600031876	0.45585246080746	0.294247103832839	0.0874806258722029	-0.223501490892115	-0.458182615650905	0.292682369920737	-0.686352103506163
TCGA-05-4430-01A	TCGA-05-4430	TCGA-LUAD	LUAD	1.88322635858265	-1.04580403362481	0.966060866564674	0.483164855179415	1.18235340041887	-1.58582836528037	0.931966660542254	0.0465550951374829	0.424802468741692	-0.0142585749022873	-0.24147956722379	-0.0676603732099914	0.660274851047739	0.467390912731424	0.133044306815377	0.195231225620262	-0.158733874038879	-0.638466001485904	0.621479055402931	0.0193246642024576
TCGA-05-4432-01A	TCGA-05-4432	TCGA-LUAD	LUAD	0.321113252839014	-0.140467813124329	-0.748454808786627	0.647730270075878	0.667584938873008	-0.387248940151745	0.167808251068844	0.28591851581245	0.0675232524118144	-0.54094031855266	-0.138433748052496	0.776895558378522	-0.183967167467234	0.631290576677607	-0.0478730972288321	0.0357670833410636	-0.301096900310235	-0.181264503714912	0.149053040639123	0.0575129944345049
TCGA-05-4433-01A	TCGA-05-4433	TCGA-LUAD	LUAD	1.02559863187274	0.179730522705635	-1.83208300834732	0.389148962494895	1.47657405639292	-0.488016399480377	1.13460786376386	0.634561373529432	-0.304366086397067	0.0272149649727393	0.171681119213959	0.182200208319207	0.340581252677453	0.156886900675368	-0.153971782910848	0.0207244153732726	0.220885559186349	-0.255358157134873	0.43034366121271	0.788215822388516
TCGA-05-4434-01A	TCGA-05-4434	TCGA-LUAD	LUAD	-1.25146910565833	-1.88783374673136	-0.374954069472024	0.904525540661739	1.59801364662527	-0.404942159672532	0.682755031938784	0.261017827803268	-0.12359997171837	0.665585939986727	0.615068182886242	0.45550569541839	1.81272551682325	0.146218374387473	-0.118749346992669	-0.375671643398888	0.981984968935249	-0.583914336155768	0.260667803526707	0.0755338931797015
TCGA-05-5420-01A	TCGA-05-5420	TCGA-LUAD	LUAD	-3.08260659273231	-6.95193540503509	-3.55461789213417	0.404700833650723	3.62318643136199	0.730843388253011	-0.212712619033432	0.81406927751012	-0.0371511521668823	-0.138909805441074	0.102296037816366	2.40767918663731	2.04369841651117	3.39309877227721	-0.856428684462435	-1.56077009757757	-1.18111941841692	-3.03979080693345	1.00208996181948	-0.1026808286988
TCGA-05-5423-01A	TCGA-05-5423	TCGA-LUAD	LUAD	1.62195252028788	-1.22972152596926	-1.96520903946341	0.301108603923007	1.23666046533669	-0.00583797073873248	-0.419662710281813	0.744666009504248	0.41440591141697	0.553510333427218	-0.651273773604004	1.77652687849303	1.61635193479229	2.82079101920588	-0.416434899137103	-1.5585139222686	-1.37588501984108	-2.34944412125291	0.985680187349163	0.968219698301248
TCGA-05-5425-01A	TCGA-05-5425	TCGA-LUAD	LUAD	-1.99391228372557	-2.02171044841634	-2.09448925630926	0.356654710701623	2.09030337501792	-0.349741955768661	0.721413744630459	-0.00275880191998655	-0.106517956712338	-0.892678290569246	0.0146972709188499	1.26344508029052	0.167749943369198	1.3005973604417	-0.204431582619743	0.0706639220085391	-0.36237301515053	-1.12872996978037	0.451861298837233	0.0662068687325297
TCGA-05-5428-01A	TCGA-05-5428	TCGA-LUAD	LUAD	-0.80183754748705	1.10354616830259	-0.132947224255269	1.44560850038946	0.26621844110418	-0.434582175929722	-0.815236390814679	0.397369076080043	0.398242073641999	-0.347378969002179	-0.0815619617107312	2.36809951097472	-0.220654594691055	2.50074897700595	-0.377442328111096	-0.620686374348929	-0.76270308902559	-1.45067915868839	0.870725458911331	-0.320405864168398
TCGA-05-5429-01A	TCGA-05-5429	TCGA-LUAD	LUAD	-0.294531651708665	2.00728987258522	0.897582232788673	2.89252177525414	1.79674980009861	-2.56037504045444	0.161362618013882	0.915005794820325	-0.414259786911767	2.42539608192433	1.51363468193942	1.00210198860357	-0.327647561499099	0.860251973153686	-0.16638587267264	0.496036248133943	-0.0818863099837789	-0.290779207435322	-0.887864384119512	0.139515926242977
TCGA-05-5715-01A	TCGA-05-5715	TCGA-LUAD	LUAD	1.78983920257794	0.972182761885104	0.0936393978121097	0.554672199828623	0.992365847248682	-1.1251351922614	0.26121780370275	0.323184864066872	0.332259367901147	0.268333672027145	-0.330381112734574	0.0719804752997203	0.459142264936953	0.325643795487219	0.173925398270352	0.324362391770761	-0.379662436457829	-0.311026165526434	0.570905173385923	0.356141316183036
TCGA-06-0125-01A	TCGA-06-0125	TCGA-GBM	GBM	1.99127277603341	0.283151301153369	-0.0967883341315503	0.133904919029487	-2.36457357864186	1.28665901782588	-1.16199667534906	-0.687958053631722	0.603035139193897	-0.946963932623768	0.606311680814507	0.368457906357073	-0.00738253792858437	-1.1668090424203	0.179162390092574	0.432051283304701	-0.521583291917648	1.04045131733136	-0.479265292670348	-0.234273347115869
TCGA-06-0125-02A	TCGA-06-0125	TCGA-GBM	GBM	3.42655443936467	-1.06284067014717	0.179169021854875	1.54243738878531	-1.84908270890763	1.00242924076175	-2.53450129447339	0.394614875036288	-0.101071827111198	0.466928796921292	-0.073204773893071	1.79625595897891	0.197933223052002	-1.30545339390706	-0.0535535240800208	0.460005842621776	-0.932750222450466	1.65690998855733	-0.544919529796454	-0.369833274076611
TCGA-06-0129-01A	TCGA-06-0129	TCGA-GBM	GBM	-0.765590613355958	1.17716112371892	-1.16834693302535	-2.62675879592991	-3.0586389901576	4.25280682374664	0.822661230224784	-0.519364484577663	-0.13063325425225	-0.668106938494937	3.33826033667848	0.285138812136604	0.513760194834866	-0.419367628705394	1.41041345987861	1.09167190072585	-0.123801468894149	-0.486020502311471	-1.05284231384321	-0.144803147794985
TCGA-06-0130-01A	TCGA-06-0130	TCGA-GBM	GBM	-0.424108378373656	-3.51514854756344	1.99868370523969	-2.20329224658301	0.400825365535586	1.1787131739281	-0.936645269879734	0.426707647217288	0.551441877779754	-0.693772575555089	-0.170751477419706	0.769434210541497	1.60766671123238	0.33556325727629	-0.427353754349429	-1.17576436692398	0.103117145778467	-1.42536165965592	0.277836571942422	1.05014116020566
TCGA-06-0132-01A	TCGA-06-0132	TCGA-GBM	GBM	3.65477468868486	-0.516004408984369	-1.44736913356202	-0.390590682420873	-0.237391518935505	0.854991981520753	-1.5016144080103	-0.00267876138758724	0.310444295227635	-0.245685595344677	0.551706547955047	0.408412202638257	0.67450345729613	0.584371349353651	-0.0412699860718752	-0.46630735714069	-0.420049052491198	-0.577774241378365	0.431246593189876	0.218066275362363
TCGA-06-0141-01A	TCGA-06-0141	TCGA-GBM	GBM	2.83223468762162	-0.395614889749731	-0.941056296109757	-0.315976846038758	-0.610250571855296	1.01318246883984	-1.12963403667584	0.228398879848764	0.256887195923231	0.0271528389565872	0.277898885804194	0.452327491583235	0.250038502621309	0.46890565210621	-0.14051345536332	-0.556220887486871	-0.235179773922077	-0.269568189436416	0.31841507979748	0.0394499895495151
TCGA-06-0152-02A	TCGA-06-0152	TCGA-GBM	GBM	0.123344309063036	-1.87973476214819	-1.29731272797114	-0.303686321558032	-0.404928752333059	2.14590401624755	-0.728056422901182	-0.135968418502059	-1.02401316364459	-2.16991328988843	1.55585879592362	0.0412846019305798	1.30312657132905	-0.616036411040944	0.0594932769744952	0.138878514240393	-0.334304683064113	0.315305032152115	-0.58178362611763	-0.695523962237237
TCGA-06-0157-01A	TCGA-06-0157	TCGA-GBM	GBM	0.82250910593109	0.545833541318197	-0.57172709020518	-0.45301049885111	-1.87269501391754	1.18499181225212	-0.938218060151351	-0.942062311608773	0.74909027918764	-1.07810684292625	0.553923031053122	-0.717616918012828	0.754789531129511	0.032744267971898	0.303265545805578	0.291308057217281	-1.02057041276989	-0.526245958657939	-0.112763908746108	0.0019467497288874
TCGA-06-0158-01A	TCGA-06-0158	TCGA-GBM	GBM	2.62589734129383	0.0219080132422557	-0.947124281554298	-0.253351801523841	-1.21700878071181	1.27835975775167	-1.13623548702051	-0.176257281778382	0.169971751151108	-0.684111836970193	0.700517006032521	0.175763998954378	0.502794203989435	-0.169122954111167	0.137706118057583	0.216446677285358	-0.402262336117925	0.0744322771517519	-0.203390290643104	-0.18710109782087
TCGA-06-0168-01A	TCGA-06-0168	TCGA-GBM	GBM	1.07303771572461	0.102031820948725	-0.830711268240282	-0.158074982419874	-0.823735857664645	0.821474022752489	-1.7902282354753	-0.725194376978439	0.466900157051982	-0.883177920816461	0.196759717746791	-0.0839925260106267	0.831192759939971	-0.369090085860581	0.145522345881694	0.276448742304925	-1.31072821274625	-0.134466002421703	0.0540617372604295	0.709433329931114
TCGA-06-0171-02A	TCGA-06-0171	TCGA-GBM	GBM	3.6127165890232	-2.37929827521932	-0.974964514741335	-0.840509560811559	-1.40391566482242	1.88593156964376	-0.181487110900972	0.401466397328511	0.146664885943112	1.21404915575537	0.442487688182921	0.937414979769565	1.40878206467151	0.0330812069200711	0.0608620048903351	-0.311169136754027	-0.155532725018132	-0.316369986871705	0.361939623557592	0.123791625446216
TCGA-06-0174-01A	TCGA-06-0174	TCGA-GBM	GBM	0.201182467857831	0.613759815388392	0.439954274193881	0.674684483160229	-3.02775832257794	1.4625232291079	-1.83299925569749	-0.946784640229748	0.53713534421384	-0.650281551807898	1.86646860063968	0.631928741974329	0.0155730667844525	0.142688574858078	0.656748852192847	0.876149869974836	-0.775852530752496	-0.0266120846452934	-0.634974638494709	-0.492219975517801
TCGA-06-0184-01A	TCGA-06-0184	TCGA-GBM	GBM	2.55621857991553	-0.306078050550463	-1.06615272833533	0.0504845333845112	-0.538083575107296	0.678355976528616	-1.92017816350983	-0.0535076128850742	0.402703217266518	-0.290493608877171	-0.00431287772219283	0.312071408705591	0.403026661187083	-0.068896875805335	-0.276850872021674	-0.252965833758164	-1.08586174484967	-0.191487577859902	0.529198810517153	0.17707692098988
TCGA-06-0187-01A	TCGA-06-0187	TCGA-GBM	GBM	1.59340786086375	-0.993654696440925	-0.601048062995579	0.810111249228659	-0.478098021703259	1.16336163302563	-2.45992166500164	0.00483376857186618	-0.715998998614925	-0.844458919546018	1.06040911059397	0.766097884209399	1.04973944402268	-0.244268696571398	0.0258764103807121	0.257167646723971	-0.373080240206258	0.33689189983653	-0.200603021829131	-0.54599053008816
TCGA-06-0190-01A	TCGA-06-0190	TCGA-GBM	GBM	1.42819184142176	-0.877817296724554	0.969584401123694	0.360265426713158	-1.22877807881342	0.547046747681591	-2.12160488398045	-0.203139326118638	0.634032252050598	0.0597466330203266	-0.106894986643481	0.787598341014328	0.231283472273671	0.0424084476354245	-0.371854290165879	-0.191711850337944	-0.679622098273932	-0.0910390926632121	-0.0125642242731765	0.0569082963057533
TCGA-06-0190-02A	TCGA-06-0190	TCGA-GBM	GBM	1.07127600295691	-2.75879451160785	5.23274606290673	-0.859941537984864	-1.08588725059483	0.067861435604481	-2.45028642287515	0.751930227683602	1.20137485833332	0.145682418324176	-0.559526815291735	1.78280722254102	0.307268159955706	-1.28430250121102	-0.0667503257336677	-0.391591235769515	-0.388030549255429	-0.873007084236462	-1.38323971958245	-0.379898237260925
TCGA-06-0210-01B	TCGA-06-0210	TCGA-GBM	GBM	2.84725024331161	-0.808207736200864	0.191501600610101	2.62700697961125	-2.05319289502285	0.649362261682063	-2.97421782861631	0.843051617925643	-0.0127828245792956	1.05993709292827	0.529477488195834	1.28400332077799	-0.341532983616096	0.482100889900583	-0.337870317041322	0.117687061844437	-0.864386167776354	0.722136894927567	-0.560742385868947	-0.735612465344733
TCGA-06-0210-02A	TCGA-06-0210	TCGA-GBM	GBM	2.12664029960748	-0.313950881006133	-0.535260618483792	-0.466534479791701	-1.33128504187819	1.31750739536681	-1.41095194617449	-0.41930157530597	0.38967926605442	-0.370558098786528	1.01357728098375	0.693849000807373	0.614172548043213	-0.21990251853995	0.327083499118001	0.244951995214882	-0.297615340049262	-0.292406168050088	0.216283087439988	0.46259093837206
TCGA-06-0211-01B	TCGA-06-0211	TCGA-GBM	GBM	1.16708536626717	0.267195715255	-0.525579014243818	-0.232453440022184	-1.72491245221115	1.31530884096947	-1.32056797987671	-0.690758679477032	0.760301846959191	-0.656198568207551	0.601127229875853	0.120920145968166	0.147146167253688	-0.38151057081562	0.373240447651581	0.504020668781246	-0.84758083074843	-0.0267755114773689	-0.0364163238432997	0.0035586517691105
TCGA-06-0211-02A	TCGA-06-0211	TCGA-GBM	GBM	2.04332300265277	-0.699399761306948	-0.441686479675937	0.24947903721721	-1.17897896397785	0.809868323887986	-1.54461262770836	-0.47815357953174	0.577030807930754	-0.339307923834489	0.36540744490137	0.480099362186774	0.235812460122853	0.0340971849639125	0.0579190021754328	-0.0574137982364968	-0.615863136544906	-0.113994133427226	0.157684261431763	-0.115257012250743
TCGA-06-0219-01A	TCGA-06-0219	TCGA-GBM	GBM	-0.657695853622617	0.682022306465534	-0.098774193550557	1.3892467853271	-1.37864968684546	0.664006387215467	-2.50200237583844	-0.0883812240015056	-0.0271151260539221	-0.814246108277846	0.898036066251679	1.51211348098711	0.169481350498181	1.18584546185866	0.0423673498314277	-0.273159600264247	-1.31932801988965	-0.710049935454347	0.263258600990935	-0.785040627017651
TCGA-06-0221-02A	TCGA-06-0221	TCGA-GBM	GBM	1.25247897091667	1.59997543244376	-0.928697453728796	-1.87715065270565	-2.13448724977737	2.46714966592343	-0.322963724643407	-0.813625197214377	0.356004373534638	-1.15987473248752	2.63011014691946	0.0304349647285767	-0.103244250408597	0.0177744741223755	1.15850652794493	1.09070129738067	-0.218630388159495	-0.385093974375901	-0.611179351279233	0.141773118049859
TCGA-06-0238-01A	TCGA-06-0238	TCGA-GBM	GBM	0.57174509207948	0.647366936124047	-0.941004071093968	-0.560370274156321	-1.16411049372705	1.3530258993241	-1.4339090511772	-0.607976960166665	0.633995830166081	-0.865104115891358	1.1625183516859	0.834052252754962	0.51992492623357	0.889236305567345	0.103386215761607	-0.100745564237987	-0.535086739101001	-1.10339806077112	0.139219434070192	0.109609270676419
TCGA-06-0644-01A	TCGA-06-0644	TCGA-GBM	GBM	0.30338881570314	-1.06146409874404	3.39885797550684	-0.48972246734272	-1.05391291239565	0.295086052134839	-2.13769563242214	-0.000531244169163168	1.53544862361417	-0.294217298987877	-0.23471001628341	1.3808129337635	0.357668808574297	0.301432553695323	-0.246165599814439	-0.637206433600494	1.75705283388071	-0.00287455400234576	-0.200736686475214	0.667395666275956
