project_code	BLCA	BRCA	CESC	CHOL	COAD	ESCA	HNSC	KICH	KIRC	KIRP	LIHC	LUAD	LUSC	OV	PAAD	PRAD	READ	STAD	THCA	UCEC
LIHC	0.257197859442922	0.139492007340383	0.217271135160632	0.170490082667598	0.297174181979018	0.204794335860778	0.211948190645443	0.162988292479006	0.238963130555733	0.127747195102657	0	0.260642022467549	0.28811265077938	0.167910382795738	0.202083790893978	0.146317844573433	0.253303288376807	0.238121498945874	0.180757929033108	0.426506345469565
LUAD	0.204511909175148	0.230274904360675	0.239331886618905	0.32863347525401	0.26494232486614	0.209567310183215	0.206166003629981	0.318504866827366	0.347569603927408	0.296636265415277	0.260642022467549	0	0.138670953174828	0.217045391650433	0.294274299596777	0.32595738192733	0.241664829056763	0.188433805923625	0.362982364704283	0.463305681606347
LUSC	0.177822860207157	0.230396729606391	0.200318806945376	0.348505211595671	0.26181263380296	0.151390351787216	0.144716676978705	0.334860700873307	0.377478651416357	0.327375257180142	0.28811265077938	0.138670953174828	0	0.179523039304255	0.317833725750855	0.349250559208369	0.221791775611308	0.165109348599471	0.386977608014319	0.479975602136546
OV	0.196540050807767	0.133174245675249	0.183295311897216	0.228663922954853	0.256919239812915	0.139083968166582	0.161748068201209	0.189638470709635	0.297756971018969	0.19122517901673	0.167910382795738	0.217045391650433	0.179523039304255	0	0.253395769080124	0.210444761955377	0.182747935585075	0.204205578510407	0.254781022507526	0.453741559560327
PAAD	0.340412709677707	0.178230381845938	0.315261295098873	0.223430699078183	0.340939565313241	0.257252900308502	0.224790637078745	0.234237847838081	0.255144030491732	0.224463969916479	0.202083790893978	0.294274299596777	0.317833725750855	0.253395769080124	0	0.193736988013248	0.283161535998786	0.280892748452685	0.21471478399371	0.536033204756424
PRAD	0.332308777661077	0.158805339668399	0.280044488535286	0.183775068385405	0.366165536645658	0.26241727946107	0.268633422574745	0.116666668448162	0.202214009157936	0.134168630343466	0.146317844573433	0.32595738192733	0.349250559208369	0.210444761955377	0.193736988013248	0	0.309300787216121	0.30518574366159	0.0818873502698164	0.494491444278336
READ	0.182931948433723	0.211861736131789	0.223385928463158	0.299801929203503	0.10468364475124	0.15597496848692	0.218504764853536	0.305936512660031	0.40708312612463	0.276638971096644	0.253303288376807	0.241664829056763	0.221791775611308	0.182747935585075	0.283161535998786	0.309300787216121	0	0.166024852370063	0.353217331090093	0.4241479005959
STAD	0.153948552714599	0.191527219082404	0.163216294566496	0.285506385161732	0.157195880027884	0.167592079424843	0.153206250767236	0.331254063800085	0.350331932347278	0.286215033288519	0.238121498945874	0.188433805923625	0.165109348599471	0.204205578510407	0.280892748452685	0.30518574366159	0.166024852370063	0	0.348776632027737	0.366933100468539
THCA	0.377055330650218	0.195784053584703	0.317603539804952	0.202690572600543	0.403673114234776	0.304575670207588	0.299689853915593	0.145143328866304	0.216004060956771	0.165503602767248	0.180757929033108	0.362982364704283	0.386977608014319	0.254781022507526	0.21471478399371	0.0818873502698164	0.353217331090093	0.348776632027737	0	0.530307706184998
UCEC	0.390245342599438	0.444934764780736	0.429007162835202	0.482185139467994	0.354206547473409	0.467992487014197	0.487814964192738	0.546770402995933	0.584418553301562	0.452335619573171	0.426506345469565	0.463305681606347	0.479975602136546	0.453741559560327	0.536033204756424	0.494491444278336	0.4241479005959	0.366933100468539	0.530307706184998	0
