project_id	project_code	cancer_name	broad_group	level2_group	lineage_notes	tmb_proxy_median_nonsynonymous_count	tmb_proxy_mean_nonsynonymous_count	tmb_proxy_median_total_mutation_count	tmb_proxy_mean_total_mutation_count	mutation_prevalence_TP53	mutation_prevalence_KRAS	mutation_prevalence_BRAF	mutation_prevalence_IDH1	mutation_prevalence_IDH2	mutation_prevalence_PIK3CA	mutation_prevalence_APC	mutation_prevalence_PTEN	mutation_prevalence_NF1	mutation_prevalence_BAP1	mutation_prevalence_VHL	mutation_prevalence_RB1	mutation_prevalence_CDKN2A	mutation_prevalence_SMAD4	mutation_prevalence_ARID1A	mutation_prevalence_TERT	mutation_prevalence_EGFR	mutation_prevalence_ERBB2	mutation_prevalence_ALK	mutation_prevalence_MET	mutation_prevalence_MYC	mutation_prevalence_CTNNB1	mutation_prevalence_POLE	mutation_prevalence_MSH2	mutation_prevalence_MSH6	mutation_prevalence_MLH1	mutation_prevalence_PMS2	mutation_prevalence_BRCA1	mutation_prevalence_BRCA2	median_purity	median_ploidy	median_aneuploidy_score	median_arm_gain_count	median_arm_loss_count	median_total_arm_alteration_count	median_proliferation_score	median_immune_inflammatory_score	median_interferon_gamma_score	median_cytotoxic_t_cell_score	median_stromal_score	median_epithelial_score	median_EMT_score	median_hypoxia_score	median_cell_cycle_score	median_DNA_repair_score	median_angiogenesis_score	median_lineage_or_tissue_PC1	median_lineage_or_tissue_PC2
TCGA-LUSC	LUSC	Lung Squamous Cell Carcinoma	Carcinoma	pan_squamous	Lung squamous carcinoma.	232	291.261855670103	341	431.696907216495	0.835051546391753	0.0164948453608247	0.0329896907216495	0.00618556701030928	0	0.115463917525773	0.0556701030927835	0.107216494845361	0.115463917525773	0.0103092783505155	0.00206185567010309	0.0680412371134021	0.150515463917526	0.0185567010309278	0.0680412371134021	0.0144329896907217	0.0247422680412371	0.0185567010309278	0.0412371134020619	0.0164948453608247	0.00824742268041237	0.0123711340206186	0.0536082474226804	0.00824742268041237	0.0164948453608247	0.0185567010309278	0.0144329896907217	0.0474226804123711	0.065979381443299	0.5	2.73	16	5	10	16	0.556481598650594	-0.0942724831410982	-0.073893042297595	-0.0912937119321378	-0.151818188594913	0.00540408726463288	-0.116951416323644	0.508597453515603	0.540270715293527	0.370427049425638	-0.262635971559612	-2.69805680544915	0.804312023965649
TCGA-MESO	MESO	Mesothelioma	Mesothelial	mesothelial	Mesothelial malignancy.	27.5	30.2926829268293	45	48.5365853658537	0.170731707317073	0.0121951219512195	0.0121951219512195	0	0	0.024390243902439	0	0.024390243902439	0	0.219512195121951	0	0.0121951219512195	0	0	0.0121951219512195	0.0121951219512195	0	0	0.0121951219512195	0	0.0121951219512195	0	0.0121951219512195	0.0121951219512195	0.0121951219512195	0	0.0121951219512195	0	0	0.635	1.945	6	1	4	6	-0.460113520477529	-0.135936749815217	-0.12942856204108	-0.032751050286875	0.259505908671685	0.775725833082957	0.0349075606268883	0.0572522225257545	-0.463626804357667	-0.188965350347858	0.241043428063229	1.27833104951498	-0.703957602236674
TCGA-OV	OV	Ovarian Serous Cystadenocarcinoma	Carcinoma	gynecologic	High-grade serous ovarian carcinoma-dominated cohort.	68	87.5242718446602	101	129.856796116505	0.905339805825243	0.0145631067961165	0.00485436893203884	0.00242718446601942	0.00485436893203884	0.0194174757281553	0.0242718446601942	0.0169902912621359	0.0728155339805825	0.0121359223300971	0	0.0388349514563107	0.00485436893203884	0.00970873786407767	0.00970873786407767	0.00242718446601942	0.0145631067961165	0.0121359223300971	0.0242718446601942	0.0121359223300971	0.00485436893203884	0.00242718446601942	0.00485436893203884	0.00970873786407767	0.00728155339805825	0.00970873786407767	0.00242718446601942	0.0436893203883495	0.0364077669902913	0.805	2.695	13	3	8	13	0.324591810548287	-0.220589210805994	-0.00313433858822713	-0.236755120572728	-0.28769765247401	0.0234347983812742	-0.37684177128525	0.12306569532068	0.433385845637188	0.0397632541578428	-0.378487724431073	-1.80641664580825	1.29388850021576
TCGA-PAAD	PAAD	Pancreatic Adenocarcinoma	Carcinoma	gi_pancreatic	Pancreatic ductal adenocarcinoma-dominated cohort.	35	116.415730337079	53	177.14606741573	0.612359550561798	0.668539325842697	0.0112359550561798	0.00561797752808989	0.00561797752808989	0.0280898876404494	0.0224719101123596	0	0.0168539325842697	0.0112359550561798	0	0.00561797752808989	0.202247191011236	0.207865168539326	0.050561797752809	0.0168539325842697	0.00561797752808989	0.0112359550561798	0.0112359550561798	0.00561797752808989	0	0.0224719101123596	0.0112359550561798	0.00561797752808989	0.00561797752808989	0.00561797752808989	0.00561797752808989	0.0112359550561798	0.0112359550561798	0.4	2	7	1	6	7	-0.596795414131897	-0.207102677084059	-0.238004760034515	-0.197700947749573	0.670705929130476	0.501410775498251	0.182750751844867	-0.215539549756878	-0.602915423415612	-0.453014595616736	-0.00543737053567887	2.28940653821464	-0.168233524094451
TCGA-PCPG	PCPG	Pheochromocytoma and Paraganglioma	Neuroendocrine/adrenal/paraganglioma	paraganglioma	Pheochromocytoma/paraganglioma.	9	10.1141304347826	14	15.0489130434783	0.00543478260869565	0	0.00543478260869565	0.00543478260869565	0	0	0.00543478260869565	0	0.0869565217391304	0	0.016304347826087	0	0.00543478260869565	0	0	0	0	0	0.00543478260869565	0	0	0	0.00543478260869565	0	0	0	0	0	0.00543478260869565	0.74	1.94	4	0	3	4	-0.883053488116461	-0.315719034846109	-0.500562455404359	-0.297391442777475	-0.318894541812913	-0.837730466375315	-0.18863029038237	-0.566762297497299	-0.892635404813255	-0.712897969562042	0.224940126487978	4.33734174892462	0.316732469186785
TCGA-PRAD	PRAD	Prostate Adenocarcinoma	Carcinoma	prostate	Prostate adenocarcinoma.	27	46.152610441767	39	69.152610441767	0.118473895582329	0.00401606425702811	0.0140562248995984	0.0100401606425703	0	0.0220883534136546	0.0220883534136546	0.036144578313253	0.00602409638554217	0	0.00602409638554217	0.00602409638554217	0.00200803212851406	0.0100401606425703	0.00803212851405622	0	0.00602409638554217	0.00602409638554217	0.00401606425702811	0.00803212851405622	0.00200803212851406	0.0220883534136546	0.00803212851405622	0.00401606425702811	0.00602409638554217	0.00401606425702811	0.00200803212851406	0.00200803212851406	0.0160642570281124	0.61	1.98	1	0	1	1	-0.836378897992185	-0.271719271257512	-0.416888550038006	-0.277084033488858	-0.0405495417892898	0.0243603992542466	-0.35216635389803	-0.566798200187552	-0.848731461572633	-0.607875827920049	-0.261880809341206	3.45601930237964	1.33812129389726
TCGA-READ	READ	Rectum Adenocarcinoma	Carcinoma	gi_colorectal	Colorectal adenocarcinoma.	91	301.311258278146	137	452.483443708609	0.728476821192053	0.397350993377483	0.033112582781457	0.00662251655629139	0.0132450331125828	0.145695364238411	0.801324503311258	0.0596026490066225	0.0529801324503311	0.00662251655629139	0.00662251655629139	0.033112582781457	0	0.145695364238411	0.0596026490066225	0.00662251655629139	0.0198675496688742	0.0463576158940397	0.0198675496688742	0.0264900662251656	0.00662251655629139	0.0463576158940397	0.0397350993377483	0.033112582781457	0.0397350993377483	0.0264900662251656	0.033112582781457	0.0198675496688742	0.0662251655629139	0.665	2.395	13	5	7	13	0.460671814367398	-0.200252313434117	-0.308620594669811	-0.194003291506535	-0.225771369358512	0.997202387111785	-0.36228892873755	-0.0422495925553199	0.479666929506965	0.291757914140736	-0.343513722380224	-1.95505329320883	2.60000764876376
TCGA-SARC	SARC	Sarcoma	Sarcoma	sarcoma	Sarcoma cohort; split by histologic subtype when metadata permits.	41	73.6317991631799	76	133.292887029289	0.364016736401674	0.00836820083682008	0.00418410041841004	0.00836820083682008	0	0.0292887029288703	0.0251046025104603	0.0251046025104603	0.0418410041841004	0	0	0.104602510460251	0.00418410041841004	0.00836820083682008	0.0125523012552301	0.0167364016736402	0.0167364016736402	0.00418410041841004	0.0125523012552301	0.0167364016736402	0.00418410041841004	0.00418410041841004	0.0167364016736402	0	0	0.00418410041841004	0.00836820083682008	0	0.0167364016736402	0.78	2.12	10	2	6	10	0.0551067297953672	-0.23489403190894	-0.243170226437635	-0.201340700334111	1.78118667834738	-0.862676041567608	1.00133734532535	-0.417310754454426	0.0452804271595212	-0.135533296429484	0.175103333698414	0.630763813694477	-2.49584306496114
TCGA-SKCM	SKCM	Skin Cutaneous Melanoma	Melanocytic	melanoma	Cutaneous melanoma; includes metastatic samples.	413	738.93376068376	692	1224.14957264957	0.153846153846154	0.0277777777777778	0.523504273504274	0.0555555555555556	0.00427350427350427	0.047008547008547	0.136752136752137	0.0982905982905983	0.173076923076923	0.0363247863247863	0.0106837606837607	0.0448717948717949	0.13034188034188	0.014957264957265	0.0790598290598291	0.0384615384615385	0.0726495726495727	0.061965811965812	0.143162393162393	0.0854700854700855	0.0235042735042735	0.0662393162393162	0.0897435897435897	0.0235042735042735	0.0363247863247863	0.0299145299145299	0.0534188034188034	0.061965811965812	0.111111111111111	0.7	2.13	11	4	6	11	-0.0696616741230983	-0.144006289330594	-0.207808842230366	-0.150313462245587	-0.315106855926978	-0.780351234459363	0.388412136629408	-0.0705194133858484	-0.0737106908617051	0.0914914898202323	-0.359237861855755	0.0988929894141113	-0.288686134117142
TCGA-STAD	STAD	Stomach Adenocarcinoma	Carcinoma	gi_gastric	Gastric adenocarcinoma.	115	377.694760820045	170	558.892938496584	0.4874715261959	0.0911161731207289	0.0318906605922551	0.00911161731207289	0.00455580865603645	0.161731207289294	0.116173120728929	0.0751708428246014	0.0728929384965831	0.0296127562642369	0.00683371298405467	0.0341685649202734	0.041002277904328	0.0751708428246014	0.252847380410023	0.0136674259681093	0.0478359908883827	0.0523917995444191	0.041002277904328	0.0182232346241458	0.0159453302961276	0.0592255125284738	0.0637813211845103	0.0227790432801822	0.0296127562642369	0.0250569476082005	0.0159453302961276	0.0318906605922551	0.0865603644646925	0.52	2.15	10	4	5	10	0.455600112551992	-0.106631421908701	-0.0765269262120588	-0.102986855460811	-0.0327077005580159	0.544696466763469	-0.222635739947405	-0.236598869473704	0.434573704512597	0.370845286713319	-0.108146697662456	-1.89940498813503	0.614564576903655
TCGA-TGCT	TGCT	Testicular Germ Cell Tumors	Germ cell	germ_cell	Testicular germ cell tumor.	13	15.1854304635762	21	24.0397350993378	0.00662251655629139	0.0860927152317881	0	0	0	0.0198675496688742	0.00662251655629139	0	0.0132450331125828	0.00662251655629139	0	0	0	0	0.00662251655629139	0	0.00662251655629139	0.00662251655629139	0	0	0	0	0	0	0.00662251655629139	0	0	0	0	0.6	2.855	19	6	12.5	19	1.09542898997824	0.134172809345832	-0.067571268781716	0.209709892873984	-0.325396376849762	-0.527339194952995	0.0227613071122898	-0.300489016939426	1.13959590128608	1.77358368730877	-0.286711634046591	-7.08196216952955	0.624893790650247
TCGA-THCA	THCA	Thyroid Carcinoma	Carcinoma	thyroid	Thyroid carcinoma.	10	16.05	15	24.37	0.006	0.008	0.592	0	0	0.008	0.006	0.004	0.006	0.002	0	0.004	0.002	0	0.002	0.006	0	0	0.002	0.002	0	0.002	0	0.002	0	0	0	0.002	0.004	0.67	2	0	0	0	0	-0.778146939493956	-0.271289626801782	-0.346207409492462	-0.222981435615528	-0.350914443967887	0.189142475545083	0.0299226495307163	-0.48125328314078	-0.798577581390852	-0.57736378929457	0.331975065120614	3.52224548945634	0.375588506432575
TCGA-THYM	THYM	Thymoma	Other or mixed	thymic	Thymic epithelial tumor; distinct biology from common carcinomas.	14	22.1869918699187	28	39.9918699186992	0.032520325203252	0.00813008130081301	0	0.00813008130081301	0	0	0	0	0.016260162601626	0.00813008130081301	0.016260162601626	0	0	0	0	0	0	0.00813008130081301	0	0	0	0.00813008130081301	0	0.00813008130081301	0	0.00813008130081301	0	0	0.016260162601626	0.39	2	0	0	0	0	0.63271672704161	1.92968010300417	-0.24967599080726	1.6889347051243	-0.4679587473716	-0.509274711764312	-0.327304482292676	-0.544393896119898	0.88070179160711	0.286406643139308	-0.298611835581879	-4.24371249359799	-1.95862680430881
